Asset_ID,Asset_Type,Status,Department,Assigned_To,Acquisition_Date,Asset_Age,Warranty_Expiry_Date,Days_to_Warranty_Expiry,Warranty_Status,License_Expiry_Date,Maintenance_Cost,Repair_Count,Repair_Intensity,Is_High_Cost,Vendor_Name,Location,Compliance_Status,OS_Version,P_High_Cost,Age_Norm,Repair_Norm,Warranty_Exp,Risk_Score,Risk_Level
ASSET_0765,Tablet,Stock,Sales,,2025-03-18,1.1,2028-03-18,697,Active,2027-01-18,166.97,0,0.0,0,Apple,Other,Compliant,iPadOS 18,0.057753403,0.17460317460317462,0.0,0,0.06,Low
ASSET_0766,Laptop,In Use,Finance,User_011,2024-11-06,1.5,2027-11-06,564,Active,2026-03-06,141.77,3,2.0,0,Apple,Hsinchu,At Risk,macOS 15,0.16784057,0.2380952380952381,0.06666666666666667,0,0.13,Low
ASSET_0767,Tablet,In Use,Sales,User_299,2025-11-08,0.4,2027-11-08,566,Active,2028-09-08,116.18,0,0.0,0,Dell,Taipei,Compliant,iPadOS 18,0.12233879,0.0634920634920635,0.0,0,0.06,Low
ASSET_0768,Laptop,In Use,Finance,User_045,2025-08-30,0.6,2029-02-28,1044,Active,2026-11-30,104.1,0,0.0,0,Apple,Other,Compliant,macOS 13,0.19051549,0.09523809523809523,0.0,0,0.1,Low
ASSET_0769,Laptop,In Use,Sales,User_222,2020-04-29,6.0,2023-04-29,-1088,Expired,2021-10-29,516.59,6,1.0,0,Apple,Taipei,Non-Compliant,macOS 14,0.846048,0.9523809523809524,0.03333333333333333,1,0.74,High
ASSET_0770,Laptop,In Use,R&D,User_259,2022-09-14,3.6,2025-09-14,-219,Expired,2024-08-14,2030.81,4,1.11,1,Apple,Hsinchu,Non-Compliant,macOS 15,0.6702758,0.5714285714285715,0.037000000000000005,1,0.59,Medium
ASSET_0771,Laptop,In Use,Finance,User_397,2023-07-28,2.7,2026-07-28,98,Active,2024-08-28,114.78,0,0.0,0,Lenovo,Other,Compliant,Windows 11,0.20627819,0.4285714285714286,0.0,0,0.17,Low
ASSET_0772,Monitor,In Use,HR,User_353,2021-12-28,4.3,2025-12-28,-114,Expired,,860.95,6,1.4,0,HP,Hsinchu,Non-Compliant,Not Applicable,0.3152752,0.6825396825396826,0.04666666666666666,1,0.47,Medium
ASSET_0773,Laptop,In Use,Finance,User_030,2022-06-27,3.8,2026-06-27,67,Active,2023-10-27,298.2,4,1.05,0,Dell,Taipei,Non-Compliant,Windows 11,0.6835422,0.6031746031746031,0.035,0,0.4,Low
ASSET_0774,Server,Stock,Operations,,2024-07-19,1.8,2028-07-19,820,Active,2026-12-19,237.9,4,2.22,0,HP,Taichung,At Risk,RHEL 9,0.47576323,0.28571428571428575,0.07400000000000001,0,0.26,Low
ASSET_0775,Desktop,In Use,Operations,User_156,2023-09-23,2.6,2026-09-23,155,Active,2026-07-23,275.94,2,0.77,0,HP,Taichung,Compliant,Windows 11,0.1266208,0.41269841269841273,0.025666666666666667,0,0.14,Low
ASSET_0776,Laptop,Stock,Finance,User_013,2024-06-23,1.8,2027-06-23,428,Active,2026-03-23,4444.42,1,0.56,1,Dell,Hsinchu,Compliant,Windows 11,0.18316898,0.28571428571428575,0.018666666666666668,0,0.13,Low
ASSET_0777,Tablet,In Use,IT,User_112,2022-07-30,3.7,2024-07-30,-630,Expired,2024-06-30,202.26,3,0.81,0,Apple,Cloud,Non-Compliant,Android 14,0.24770202,0.5873015873015873,0.027000000000000003,1,0.42,Medium
ASSET_0778,Desktop,In Use,Operations,User_242,2022-11-19,3.4,2026-05-19,28,Active,2025-10-19,651.62,3,0.88,0,Dell,Hsinchu,At Risk,Windows 10,0.500721,0.5396825396825397,0.029333333333333333,0,0.31,Low
ASSET_0779,Laptop,In Use,Sales,User_039,2022-02-24,4.2,2025-02-24,-421,Expired,2023-08-24,524.4,2,0.48,0,Apple,Hsinchu,At Risk,macOS 14,0.66309416,0.6666666666666667,0.016,1,0.6,Medium
ASSET_0780,Monitor,Stock,IT,,2024-09-07,1.6,2027-09-07,504,Active,,82.59,1,0.62,0,Dell,Taipei,Compliant,Not Applicable,0.06453622,0.253968253968254,0.020666666666666667,0,0.08,Low
ASSET_0781,Desktop,In Use,Operations,User_355,2024-12-31,1.3,2027-12-31,619,Active,2026-02-28,86.08,2,1.54,0,HP,Hsinchu,At Risk,Windows 10,0.122018985,0.20634920634920637,0.051333333333333335,0,0.1,Low
ASSET_0782,Server,Stock,Finance,,2023-03-09,3.1,2027-03-09,322,Active,2025-03-09,3210.22,6,1.94,1,HP,Other,Non-Compliant,Ubuntu 22.04,0.94080037,0.4920634920634921,0.06466666666666666,0,0.49,Medium
ASSET_0783,Desktop,In Use,IT,User_340,2024-04-12,2.0,2027-10-12,539,Active,2026-01-12,616.07,2,1.0,0,Dell,Other,At Risk,Windows 11,0.14280635,0.31746031746031744,0.03333333333333333,0,0.13,Low
ASSET_0784,Laptop,In Use,Sales,User_281,2022-05-31,3.9,2025-05-31,-325,Expired,2023-05-31,6245.5,5,1.28,1,Apple,Taipei,Non-Compliant,macOS 13,0.75395626,0.6190476190476191,0.042666666666666665,1,0.63,Medium
ASSET_0785,Monitor,Retired,Sales,,2023-11-08,2.4,2027-05-08,382,Active,,107.38,3,1.25,0,Apple,Other,At Risk,Not Applicable,0.05224716,0.38095238095238093,0.041666666666666664,0,0.11,Low
ASSET_0786,Monitor,In Use,Operations,User_014,2021-02-17,5.2,2024-02-17,-794,Expired,,949.23,9,1.73,1,Dell,Taichung,Non-Compliant,Not Applicable,0.8359653,0.8253968253968255,0.057666666666666665,1,0.71,High
ASSET_0787,Tablet,In Use,Operations,User_028,2023-10-12,2.5,2025-10-12,-191,Expired,2025-07-12,335.73,1,0.4,0,Lenovo,Taichung,At Risk,Android 14,0.14357552,0.39682539682539686,0.013333333333333334,1,0.34,Low
ASSET_0788,Server,In Use,IT,,2023-03-10,3.1,2027-03-10,323,Active,2024-05-10,3039.91,4,1.29,1,HP,Taipei,At Risk,RHEL 9,0.9218724,0.4920634920634921,0.043000000000000003,0,0.48,Medium
ASSET_0789,Server,Stock,R&D,,2025-09-14,0.6,2029-09-14,1242,Active,2028-08-14,200.42,1,1.67,0,HP,Cloud,Compliant,RHEL 9,0.089635275,0.09523809523809523,0.05566666666666666,0,0.07,Low
ASSET_0790,Desktop,In Use,Operations,User_047,2024-12-05,1.4,2027-12-05,593,Active,2026-02-05,139.04,1,0.71,0,Lenovo,Hsinchu,Compliant,Windows 10,0.08931459,0.2222222222222222,0.023666666666666666,0,0.08,Low
ASSET_0791,Laptop,In Use,R&D,User_339,2020-08-30,5.6,2023-08-30,-965,Expired,2021-09-30,2035.64,4,0.71,1,HP,Taipei,Non-Compliant,Windows 10,0.90598494,0.8888888888888888,0.023666666666666666,1,0.74,High
ASSET_0792,Tablet,In Use,Sales,User_360,2025-02-07,1.2,2027-02-07,292,Active,2026-05-07,75.54,0,0.0,0,Apple,Taipei,Compliant,iPadOS 18,0.057753403,0.19047619047619047,0.0,0,0.06,Low
ASSET_0793,Laptop,In Use,Finance,User_030,2024-10-06,1.5,2027-10-06,533,Active,2027-09-06,43.3,1,0.67,0,Dell,Taipei,Compliant,Windows 11,0.13389596,0.2380952380952381,0.022333333333333334,0,0.11,Low
ASSET_0794,Laptop,In Use,Operations,User_305,2025-06-08,0.9,2028-06-08,779,Active,2028-01-08,40.55,0,0.0,0,Apple,Taipei,Compliant,macOS 15,0.13531795,0.14285714285714288,0.0,0,0.08,Low
ASSET_0795,Monitor,In Use,Operations,User_209,2023-10-24,2.5,2026-10-24,186,Active,,31.55,0,0.0,0,HP,Other,Compliant,Not Applicable,0.13529025,0.39682539682539686,0.0,0,0.13,Low
ASSET_0796,Laptop,In Use,IT,User_138,2024-07-27,1.7,2027-07-27,462,Active,,137.29,5,2.94,0,Apple,Taipei,Compliant,macOS 14,0.11716247,0.2698412698412698,0.098,0,0.12,Low
ASSET_0797,Laptop,In Use,R&D,User_257,2025-03-08,1.1,2028-03-08,687,Active,2026-07-08,190.27,2,1.82,0,Lenovo,Other,Compliant,Windows 11,0.19888796,0.17460317460317462,0.06066666666666667,0,0.13,Low
ASSET_0798,Laptop,In Use,Sales,User_345,2021-03-13,5.1,2024-09-13,-585,Expired,2022-07-13,645.1,5,0.98,0,Apple,Taichung,Non-Compliant,macOS 14,0.8039224,0.8095238095238095,0.03266666666666666,1,0.69,Medium
ASSET_0799,Desktop,In Use,IT,User_221,2022-08-15,3.7,2025-08-15,-249,Expired,2023-11-15,1528.82,7,1.89,1,Lenovo,Other,Non-Compliant,Ubuntu 22.04,0.8542212,0.5873015873015873,0.063,1,0.67,Medium
ASSET_0800,Desktop,In Use,HR,,2023-08-14,2.7,2026-08-14,115,Active,2025-11-14,548.23,2,0.74,0,Dell,Taipei,Compliant,Windows 10,0.13823217,0.4285714285714286,0.024666666666666667,0,0.15,Low
ASSET_0801,Desktop,In Use,Operations,User_206,2022-06-01,3.9,2025-06-01,-324,Expired,2025-02-01,280.41,4,1.03,0,HP,Hsinchu,Non-Compliant,Windows 11,0.7013946,0.6190476190476191,0.034333333333333334,1,0.61,Medium
ASSET_0802,Tablet,In Use,HR,User_285,2022-06-03,3.9,2024-12-03,-504,Expired,2023-12-03,500.68,4,1.03,0,Dell,Hsinchu,Non-Compliant,Android 14,0.24160688,0.6190476190476191,0.034333333333333334,1,0.43,Medium
ASSET_0803,Desktop,Stock,HR,,2022-10-03,3.5,2025-10-03,-200,Expired,,222.27,3,0.86,0,HP,Taipei,Non-Compliant,Windows 11,0.49245128,0.5555555555555556,0.028666666666666667,1,0.51,Medium
ASSET_0804,Monitor,In Use,HR,User_014,2021-01-27,5.2,2024-01-27,-815,Expired,,2692.62,4,0.77,1,HP,Other,Non-Compliant,Not Applicable,0.58301497,0.8253968253968255,0.025666666666666667,1,0.6,Medium
ASSET_0805,Tablet,In Use,IT,User_139,2022-12-02,3.4,2025-12-02,-140,Expired,2024-05-02,452.84,1,0.29,0,Apple,Taipei,Non-Compliant,iPadOS 18,0.18296461,0.5396825396825397,0.009666666666666665,1,0.38,Low
ASSET_0806,Laptop,In Use,R&D,User_050,2024-10-31,1.5,2027-10-31,558,Active,,343.83,0,0.0,0,Lenovo,Taipei,Compliant,Windows 10,0.13315815,0.2380952380952381,0.0,0,0.1,Low
ASSET_0807,Laptop,In Use,HR,User_359,2024-03-06,2.1,2027-09-06,503,Active,2026-09-06,275.52,1,0.48,0,Lenovo,Taichung,Compliant,Windows 11,0.15079698,0.33333333333333337,0.016,0,0.13,Low
ASSET_0808,Monitor,In Use,HR,,2021-11-13,4.4,2024-11-13,-524,Expired,,141.6,1,0.23,0,Dell,Taipei,At Risk,Not Applicable,0.34800947,0.6984126984126985,0.007666666666666667,1,0.48,Medium
ASSET_0809,Server,In Use,HR,User_385,2024-09-04,1.6,2029-09-04,1232,Active,2028-03-04,1173.57,2,1.25,1,Lenovo,Taipei,Compliant,RHEL 9,0.8255948,0.253968253968254,0.041666666666666664,0,0.39,Low
ASSET_0810,Tablet,Decommissioned,Sales,,2021-08-21,4.7,2024-08-21,-608,Expired,2023-07-21,98.28,3,0.64,0,Apple,Other,Non-Compliant,Android 14,0.41029966,0.746031746031746,0.021333333333333333,1,0.52,Medium
ASSET_0811,Server,In Use,R&D,,2024-07-19,1.8,2029-07-19,1185,Active,2026-08-19,400.24,2,1.11,0,Cisco,Taichung,Compliant,Windows Server 2022,0.4589536,0.28571428571428575,0.037000000000000005,0,0.25,Low
ASSET_0812,Laptop,In Use,HR,User_394,2024-10-18,1.5,2027-10-18,545,Active,2027-08-18,152.82,0,0.0,0,Dell,Other,Compliant,Windows 11,0.12636912,0.2380952380952381,0.0,0,0.1,Low
ASSET_0813,Desktop,Decommissioned,Operations,,2024-02-29,2.1,2027-08-29,495,Active,2025-11-29,382.17,2,0.95,0,Dell,Taipei,At Risk,Windows 11,0.12393153,0.33333333333333337,0.03166666666666666,0,0.12,Low
ASSET_0814,Desktop,In Use,HR,User_267,2023-12-09,2.4,2027-06-09,414,Active,2025-11-09,409.66,2,0.83,0,Lenovo,Taipei,At Risk,Ubuntu 22.04,0.10243105,0.38095238095238093,0.027666666666666666,0,0.12,Low
ASSET_0815,Desktop,In Use,Operations,User_152,2025-06-25,0.8,2028-06-25,796,Active,2027-03-25,376.07,0,0.0,0,Apple,Hsinchu,Compliant,macOS 13,0.09851011,0.126984126984127,0.0,0,0.06,Low
ASSET_0816,Tablet,Stock,Operations,,2022-12-21,3.3,2024-12-21,-486,Expired,2025-11-21,412.92,1,0.3,0,Apple,Taipei,Compliant,Win 11,0.13452959,0.5238095238095238,0.01,1,0.36,Low
ASSET_0817,Laptop,Stock,Operations,User_395,2023-06-06,2.9,2027-06-06,411,Active,,513.81,3,1.03,0,Apple,Hsinchu,At Risk,macOS 15,0.30511066,0.4603174603174603,0.034333333333333334,0,0.22,Low
ASSET_0818,Tablet,In Use,Sales,User_207,2024-06-26,1.8,2026-06-26,66,Active,2025-11-26,147.51,0,0.0,0,Lenovo,Taipei,Compliant,Win 11,0.054649755,0.28571428571428575,0.0,0,0.08,Low
ASSET_0819,Desktop,In Use,HR,User_156,2024-03-05,2.1,2027-03-05,318,Active,2026-08-05,204.41,1,0.48,0,Lenovo,Other,Compliant,Windows 11,0.10674976,0.33333333333333337,0.016,0,0.11,Low
ASSET_0820,Laptop,In Use,HR,User_064,2024-11-12,1.4,2027-11-12,570,Active,2027-10-12,107.37,2,1.43,0,Dell,Taichung,Compliant,Windows 11,0.15523812,0.2222222222222222,0.04766666666666666,0,0.12,Low
ASSET_0821,Tablet,In Use,Sales,User_400,2020-08-26,5.7,2022-08-26,-1334,Expired,2022-11-26,1184.05,9,1.58,1,HP,Other,Non-Compliant,Android 14,0.93630236,0.9047619047619048,0.05266666666666667,1,0.77,High
ASSET_0822,Monitor,In Use,Operations,,2025-09-25,0.6,2028-09-25,888,Active,,55.41,0,0.0,0,Lenovo,Other,Compliant,Not Applicable,0.19896547,0.09523809523809523,0.0,0,0.1,Low
ASSET_0823,Desktop,In Use,HR,User_273,2023-11-10,2.4,2026-11-10,203,Active,2025-01-10,337.29,3,1.25,0,Lenovo,Taichung,Compliant,Windows 11,0.12013362,0.38095238095238093,0.041666666666666664,0,0.13,Low
ASSET_0824,Server,In Use,IT,,2024-10-30,1.5,2028-10-30,923,Active,2028-07-30,1434.77,1,0.67,1,Cisco,Taichung,At Risk,Ubuntu 22.04,0.3935358,0.2380952380952381,0.022333333333333334,0,0.21,Low
ASSET_0825,Tablet,Stock,R&D,User_250,2024-05-04,2.0,2026-11-04,197,Active,2026-11-04,270.71,0,0.0,0,Apple,Taipei,Compliant,Win 11,0.07105493,0.31746031746031744,0.0,0,0.09,Low
ASSET_0826,Tablet,In Use,Sales,User_243,2022-05-06,4.0,2024-05-06,-715,Expired,2024-01-06,627.82,5,1.25,0,Apple,Taichung,Non-Compliant,iPadOS 18,0.5317078,0.6349206349206349,0.041666666666666664,1,0.55,Medium
ASSET_0827,Monitor,In Use,HR,User_075,2023-04-11,3.0,2026-04-11,-10,Expired,,113.72,2,0.67,0,Lenovo,Taipei,At Risk,Not Applicable,0.15139414,0.4761904761904762,0.022333333333333334,1,0.36,Low
ASSET_0828,Laptop,In Use,Sales,User_018,2021-07-03,4.8,2024-07-03,-657,Expired,,637.34,3,0.62,0,HP,Taichung,Non-Compliant,Windows 11,0.61975664,0.7619047619047619,0.020666666666666667,1,0.6,Medium
ASSET_0829,Laptop,Stock,Sales,,2023-07-02,2.8,2027-01-02,256,Active,2025-09-02,202.08,2,0.71,0,Dell,Taichung,Compliant,Ubuntu 22.04,0.24618292,0.4444444444444444,0.023666666666666666,0,0.19,Low
ASSET_0830,Desktop,In Use,IT,User_255,2025-01-27,1.2,2029-01-27,1012,Active,2026-09-27,249.91,2,1.67,0,Dell,Hsinchu,Compliant,Windows 11,0.1418972,0.19047619047619047,0.05566666666666666,0,0.11,Low
ASSET_0831,Server,In Use,R&D,,2023-10-26,2.5,2027-10-26,553,Active,2025-04-26,2160.9,4,1.6,1,Dell,Taipei,Compliant,Windows Server 2022,0.9084558,0.39682539682539686,0.05333333333333334,0,0.45,Medium
ASSET_0832,Server,In Use,R&D,User_063,2020-09-20,5.6,2024-09-20,-578,Expired,2023-12-20,7600.0,7,1.25,1,Lenovo,Hsinchu,Non-Compliant,Windows Server 2022,0.98281914,0.8888888888888888,0.041666666666666664,1,0.78,High
ASSET_0833,Monitor,In Use,HR,,2021-11-22,4.4,2024-11-22,-515,Expired,,2342.57,3,0.68,1,HP,Taipei,At Risk,Not Applicable,0.44881052,0.6984126984126985,0.02266666666666667,1,0.52,Medium
ASSET_0834,Laptop,In Use,R&D,User_319,2024-01-01,2.3,2027-01-01,255,Active,2025-10-01,422.48,3,1.3,0,Apple,Hsinchu,Compliant,macOS 15,0.17873423,0.36507936507936506,0.043333333333333335,0,0.15,Low
ASSET_0835,Server,In Use,Operations,,2025-09-07,0.6,2029-09-07,1235,Active,2028-02-07,745.05,1,1.67,0,Lenovo,Taichung,Compliant,VMware ESXi,0.08425495,0.09523809523809523,0.05566666666666666,0,0.06,Low
ASSET_0836,Server,Stock,R&D,,2020-09-24,5.6,2024-09-24,-574,Expired,2022-12-24,7600.0,8,1.43,1,Cisco,Cloud,Non-Compliant,Windows Server 2022,0.9857721,0.8888888888888888,0.04766666666666666,1,0.78,High
ASSET_0837,Laptop,In Use,R&D,User_266,2025-07-04,0.8,2028-07-04,805,Active,2027-06-04,215.78,3,3.75,0,Apple,Hsinchu,Compliant,macOS 14,0.08767524,0.126984126984127,0.125,0,0.09,Low
ASSET_0838,Desktop,Retired,Finance,,2022-11-07,3.5,2025-11-07,-165,Expired,2024-08-07,1020.01,3,0.86,1,Lenovo,Taipei,At Risk,Windows 11,0.49245128,0.5555555555555556,0.028666666666666667,1,0.51,Medium
ASSET_0839,Desktop,In Use,Sales,User_313,2025-03-17,1.1,2028-03-17,696,Active,,116.39,0,0.0,0,HP,Other,Compliant,Windows 11,0.097922035,0.17460317460317462,0.0,0,0.07,Low
ASSET_0840,Tablet,In Use,Finance,User_313,2023-01-30,3.2,2025-07-30,-265,Expired,2024-04-30,563.61,7,2.19,0,Dell,Taipei,Non-Compliant,Android 14,0.5091223,0.507936507936508,0.073,1,0.52,Medium
ASSET_0841,Laptop,In Use,Operations,User_229,2024-06-05,1.9,2027-06-05,410,Active,2025-08-05,230.08,0,0.0,0,Lenovo,Other,Compliant,Ubuntu 22.04,0.11888994,0.30158730158730157,0.0,0,0.11,Low
ASSET_0842,Laptop,Stock,HR,User_249,2025-05-28,0.9,2028-05-28,768,Active,2027-03-28,200.59,2,2.22,0,Lenovo,Taipei,Compliant,Windows 11,0.123128116,0.14285714285714288,0.07400000000000001,0,0.09,Low
ASSET_0843,Monitor,In Use,R&D,User_291,2023-07-12,2.8,2026-07-12,82,Active,,167.16,2,0.71,0,HP,Hsinchu,At Risk,Not Applicable,0.09586964,0.4444444444444444,0.023666666666666666,0,0.13,Low
ASSET_0844,Tablet,In Use,IT,User_111,2025-04-14,1.0,2027-10-14,541,Active,2026-09-14,80.59,0,0.0,0,Apple,Taipei,Compliant,iPadOS 18,0.09761509,0.15873015873015872,0.0,0,0.07,Low
ASSET_0845,Laptop,In Use,R&D,User_112,2021-04-06,5.0,2024-04-06,-745,Expired,2024-03-06,2081.16,4,0.8,1,HP,Hsinchu,Non-Compliant,Windows 11,0.86142594,0.7936507936507937,0.02666666666666667,1,0.71,High
ASSET_0846,Server,Stock,R&D,,2023-03-05,3.1,2027-03-05,318,Active,2026-06-05,706.38,5,1.61,0,Lenovo,Cloud,At Risk,Ubuntu 22.04,0.93142325,0.4920634920634921,0.05366666666666667,0,0.48,Medium
ASSET_0847,Laptop,In Use,IT,User_327,2023-02-09,3.2,2026-02-09,-71,Expired,2024-08-09,734.13,4,1.25,0,HP,Taichung,At Risk,Windows 11,0.5507838,0.507936507936508,0.041666666666666664,1,0.53,Medium
ASSET_0848,Server,In Use,Sales,,2024-08-20,1.7,2028-08-20,852,Active,2027-07-20,202.1,2,1.18,0,Lenovo,Other,Compliant,Windows Server 2022,0.4445397,0.2698412698412698,0.03933333333333333,0,0.24,Low
ASSET_0849,Server,In Use,R&D,User_256,2025-11-21,0.4,2030-11-21,1675,Active,2028-09-21,404.95,0,0.0,0,Dell,Hsinchu,Compliant,Windows Server 2022,0.090758935,0.0634920634920635,0.0,0,0.05,Low
ASSET_0850,Laptop,Retired,HR,,2023-04-28,3.0,2026-04-28,7,Active,2024-04-28,1296.46,3,1.0,1,Lenovo,Taipei,Non-Compliant,Ubuntu 22.04,0.31599587,0.4761904761904762,0.03333333333333333,0,0.23,Low
ASSET_0851,Tablet,In Use,HR,User_377,2023-11-17,2.4,2025-11-17,-155,Expired,2026-05-17,510.24,3,1.25,0,Apple,Other,Compliant,iPadOS 18,0.18588836,0.38095238095238093,0.041666666666666664,1,0.36,Low
ASSET_0852,Server,In Use,Finance,,2020-09-08,5.6,2024-09-08,-590,Expired,2023-10-08,7600.0,7,1.25,1,Cisco,Taipei,Non-Compliant,Ubuntu 22.04,0.98227537,0.8888888888888888,0.041666666666666664,1,0.78,High
ASSET_0853,Server,Stock,Operations,,2021-06-14,4.9,2025-06-14,-311,Expired,2023-01-14,372.15,6,1.22,0,Dell,Hsinchu,Non-Compliant,RHEL 9,0.9336934,0.7777777777777779,0.04066666666666666,1,0.74,High
ASSET_0854,Desktop,Stock,IT,User_059,2023-02-21,3.2,2026-02-21,-59,Expired,2025-07-21,1514.82,2,0.62,1,Dell,Other,At Risk,Windows 10,0.4585,0.507936507936508,0.020666666666666667,1,0.49,Medium
ASSET_0855,Desktop,In Use,Finance,User_025,2020-10-31,5.5,2023-10-31,-903,Expired,2022-09-30,1028.59,5,0.91,1,Lenovo,Taipei,Non-Compliant,Windows 11,0.8842604,0.873015873015873,0.030333333333333334,1,0.73,High
ASSET_0856,Desktop,In Use,IT,User_010,2025-02-04,1.2,2028-02-04,654,Active,2026-05-04,357.28,0,0.0,0,HP,Cloud,Compliant,Windows 11,0.1260855,0.19047619047619047,0.0,0,0.09,Low
ASSET_0857,Desktop,In Use,HR,User_117,2022-03-14,4.1,2025-03-14,-403,Expired,2024-02-14,6446.48,5,1.22,1,HP,Other,Non-Compliant,Windows 11,0.7777012,0.6507936507936507,0.04066666666666666,1,0.65,Medium
ASSET_0858,Monitor,Stock,Operations,,2021-09-09,4.6,2025-03-09,-408,Expired,,690.02,4,0.87,0,HP,Taipei,Non-Compliant,Not Applicable,0.34447306,0.7301587301587301,0.029,1,0.49,Medium
ASSET_0859,Monitor,In Use,HR,User_265,2024-08-26,1.6,2028-08-26,858,Active,,57.39,2,1.25,0,Lenovo,Taipei,Compliant,Not Applicable,0.049806554,0.253968253968254,0.041666666666666664,0,0.08,Low
ASSET_0860,Laptop,In Use,Finance,User_156,2020-08-12,5.7,2024-02-12,-799,Expired,2022-05-12,3187.35,6,1.05,1,Apple,Taichung,Non-Compliant,macOS 14,0.91040814,0.9047619047619048,0.035,1,0.75,High
ASSET_0861,Desktop,In Use,Finance,User_016,2025-04-13,1.0,2028-04-13,723,Active,2027-03-13,229.22,1,1.0,0,HP,Taipei,Compliant,Windows 11,0.15000837,0.15873015873015872,0.03333333333333333,0,0.1,Low
ASSET_0862,Laptop,In Use,HR,User_282,2023-06-29,2.8,2026-06-29,69,Active,2026-01-29,353.66,2,0.71,0,Apple,Other,At Risk,macOS 13,0.24618292,0.4444444444444444,0.023666666666666666,0,0.19,Low
ASSET_0863,Laptop,In Use,Sales,User_305,2024-02-10,2.2,2027-02-10,295,Active,2026-01-10,240.83,1,0.45,0,Apple,Taichung,Compliant,macOS 13,0.15079698,0.34920634920634924,0.015000000000000001,0,0.13,Low
ASSET_0864,Tablet,In Use,Sales,User_347,2021-11-24,4.4,2024-11-24,-513,Expired,2023-08-24,654.93,9,2.05,0,Apple,Hsinchu,Non-Compliant,iPadOS 18,0.6250598,0.6984126984126985,0.06833333333333333,1,0.6,Medium
ASSET_0865,Server,In Use,R&D,,2025-03-08,1.1,2029-03-08,1052,Active,2028-04-08,529.94,3,2.73,0,HP,Other,At Risk,Ubuntu 22.04,0.27964085,0.17460317460317462,0.091,0,0.16,Low
ASSET_0866,Laptop,Stock,R&D,User_395,2024-07-13,1.8,2027-07-13,448,Active,2026-01-13,73.08,0,0.0,0,Apple,Other,Compliant,macOS 14,0.13908526,0.28571428571428575,0.0,0,0.11,Low
ASSET_0867,Desktop,Stock,Finance,,2023-02-16,3.2,2026-02-16,-64,Expired,,303.69,3,0.94,0,HP,Taipei,At Risk,Ubuntu 22.04,0.5507838,0.507936507936508,0.03133333333333333,1,0.53,Medium
ASSET_0868,Laptop,In Use,HR,User_042,2024-06-04,1.9,2027-12-04,592,Active,2025-11-04,403.8,3,1.58,0,HP,Taichung,Compliant,Windows 10,0.16196442,0.30158730158730157,0.05266666666666667,0,0.14,Low
ASSET_0869,Laptop,In Use,IT,User_080,2021-04-08,5.0,2025-04-08,-378,Expired,2023-09-08,1074.77,4,0.8,1,Apple,Taipei,Non-Compliant,macOS 14,0.86157805,0.7936507936507937,0.02666666666666667,1,0.71,High
ASSET_0870,Laptop,In Use,Operations,User_260,2020-08-23,5.7,2024-02-23,-788,Expired,2021-08-23,2120.4,8,1.4,1,Lenovo,Hsinchu,Non-Compliant,Windows 11,0.93653786,0.9047619047619048,0.04666666666666666,1,0.76,High
ASSET_0871,Laptop,In Use,Operations,User_207,2022-12-09,3.4,2025-12-09,-133,Expired,2024-02-09,592.47,4,1.18,0,Lenovo,Taichung,At Risk,Windows 11,0.55521965,0.5396825396825397,0.03933333333333333,1,0.54,Medium
ASSET_0872,Monitor,In Use,Operations,User_018,2021-12-27,4.3,2024-12-27,-480,Expired,,1255.6,7,1.63,1,Dell,Other,Non-Compliant,Not Applicable,0.73294705,0.6825396825396826,0.05433333333333333,1,0.64,Medium
ASSET_0873,Monitor,Retired,HR,,2021-10-15,4.5,2024-10-15,-553,Expired,,407.62,4,0.89,0,Dell,Other,Non-Compliant,Not Applicable,0.31727973,0.7142857142857143,0.029666666666666668,1,0.48,Medium
ASSET_0874,Desktop,In Use,Finance,User_305,2020-02-18,6.2,2023-02-18,-1158,Expired,2022-01-18,7498.4,5,0.81,1,Dell,Taipei,Non-Compliant,Windows 11,0.93724513,0.9841269841269842,0.027000000000000003,1,0.78,High
ASSET_0875,Laptop,In Use,HR,User_245,2023-03-04,3.1,2027-03-04,317,Active,2025-05-04,128.78,0,0.0,0,Dell,Taichung,Compliant,Windows 10,0.3588099,0.4920634920634921,0.0,0,0.24,Low
ASSET_0876,Server,Stock,R&D,,2022-08-22,3.7,2026-08-22,123,Active,2024-04-22,252.3,1,0.27,0,Lenovo,Other,At Risk,RHEL 9,0.62542075,0.5873015873015873,0.009000000000000001,0,0.37,Low
ASSET_0877,Laptop,In Use,Sales,User_309,2021-12-16,4.3,2024-12-16,-491,Expired,2024-02-16,7191.99,2,0.47,1,Apple,Other,Non-Compliant,macOS 14,0.66309416,0.6825396825396826,0.015666666666666666,1,0.6,Medium
ASSET_0878,Monitor,In Use,HR,,2025-11-25,0.4,2028-11-25,949,Active,,43.35,1,2.5,0,HP,Taichung,Compliant,Not Applicable,0.053161114,0.0634920634920635,0.08333333333333333,0,0.05,Low
ASSET_0879,Server,In Use,Operations,User_132,2022-10-26,3.5,2026-10-26,188,Active,2025-05-26,5786.76,8,2.29,1,HP,Taichung,Non-Compliant,RHEL 9,0.9451288,0.5555555555555556,0.07633333333333334,0,0.5,Medium
