Asset_ID,Asset_Type,Assigned_To,Department,Acquisition_Date,Warranty_Expiry_Date,Status,Maintenance_Cost,License_Expiry_Date,Vendor_Name,Location,Compliance_Status,OS_Version,Repair_Count
ASSET_0608,Monitor,,HR,2021-09-19,2023-12-12,Retired,217.89,,Dell,Hsinchu,Non-Compliant,,2
ASSET_0609,Tablet,,R&D,2025-05-21,2027-07-12,Stock,,2026-06-10,Dell,Other,Compliant,Win 11,0
ASSET_0610,Desktop,,R&D,2021-07-21,2024-06-22,Retired,421.59,,HP,Other,Non-Compliant,Win 11,1
ASSET_0611,Laptop,,R&D,2023-04-04,2025-04-27,Retired,911.86,,Dell,Taipei,At Risk,macOS 13,2
ASSET_0612,Tablet,User_335,Sales,2025-12-09,2027-02-05,In Use,,2027-12-06,Apple,Hsinchu,Compliant,Win 11,0
ASSET_0613,Laptop,User_046,HR,2025-10-26,2027-09-26,In Use,512.46,2027-10-31,Apple,Taipei,Compliant,Win 10,1
ASSET_0614,Desktop,User_008,Finance,2022-11-21,2024-11-15,In Use,,2026-01-02,Apple,Other,Non-Compliant,macOS 14,2
ASSET_0615,Monitor,User_042,Finance,2024-10-29,2027-12-08,In Use,128.69,,Apple,Taipei,Compliant,,1
ASSET_0616,Laptop,User_254,R&D,2023-11-28,2026-01-01,In Use,1183.07,2025-12-27,Apple,Hsinchu,At Risk,macOS 14,3
ASSET_0617,Monitor,User_282,R&D,2022-07-05,2025-06-21,In Use,114.11,,Apple,Hsinchu,Compliant,,0
ASSET_0618,Server,User_130,IT,2024-01-23,2027-01-08,In Use,2861.18,2025-01-03,HP,Cloud,At Risk,RHEL 9,3
ASSET_0619,Monitor,User_047,HR,2024-10-07,2026-11-13,In Use,172.76,,Lenovo,Taipei,Compliant,,1
ASSET_0620,Tablet,User_052,HR,2026-02-07,2027-03-04,In Use,97.42,2029-02-22,Apple,Other,Compliant,Win 11,0
ASSET_0621,Monitor,User_106,IT,2021-12-31,2023-12-14,In Use,197.42,,Dell,Taichung,At Risk,,2
ASSET_0622,Desktop,,Sales,2021-02-01,2025-03-31,Decommissioned,1072.6,,Dell,Taipei,Compliant,macOS 13,5
ASSET_0623,Monitor,User_042,Finance,2022-09-16,2024-11-29,In Use,140.48,,HP,Other,At Risk,,1
ASSET_0624,Laptop,User_052,HR,2022-09-24,2025-12-04,In Use,244.89,2025-09-27,HP,Taipei,At Risk,macOS 14,0
ASSET_0625,Laptop,,R&D,2020-03-01,2022-05-01,Decommissioned,2446.81,,Dell,Taichung,Compliant,macOS 12,8
ASSET_0626,Server,User_253,R&D,2025-12-06,2029-02-12,In Use,,2029-01-11,HP,Taipei,Compliant,Windows Server 2022,3
ASSET_0627,Desktop,,Finance,2024-03-03,2027-02-21,Stock,,2026-04-11,Apple,Other,At Risk,macOS 14,0
ASSET_0628,Desktop,,IT,2025-05-15,2028-07-11,Stock,,2027-06-28,Dell,Taipei,Compliant,Win 11,0
ASSET_0629,Desktop,,Finance,2020-12-02,2025-02-19,Retired,,,HP,Taipei,At Risk,macOS 14,4
ASSET_0630,Monitor,User_050,HR,2022-07-14,2024-07-29,In Use,190.91,,Apple,Taipei,At Risk,,2
ASSET_0631,Server,,IT,2023-07-25,2026-10-07,Decommissioned,,,Dell,Cloud,Compliant,RHEL 9,1
ASSET_0632,Laptop,,Sales,2024-03-13,2026-03-25,Retired,683.1,,Apple,Taipei,At Risk,macOS 14,2
ASSET_0633,Server,User_174,Operations,2024-12-14,2027-11-26,In Use,854.88,2026-12-19,Cisco,Other,Compliant,Ubuntu 22.04,0
ASSET_0634,Monitor,,Operations,2020-12-09,2024-01-28,Retired,,,Dell,Other,At Risk,,1
ASSET_0635,Laptop,User_263,R&D,2023-07-21,2026-09-26,In Use,649.45,2026-08-01,Apple,Hsinchu,Compliant,macOS 14,1
ASSET_0636,Monitor,,Operations,2024-08-21,2027-11-17,Stock,172.42,,Apple,Hsinchu,Compliant,,2
ASSET_0637,Server,User_001,Finance,2022-01-17,2025-03-10,In Use,2566.5,2024-02-12,HP,Taipei,At Risk,Windows Server 2022,2
ASSET_0638,Server,User_147,IT,2022-02-06,2026-02-15,In Use,5237.33,2024-03-28,Dell,Taipei,At Risk,RHEL 9,6
ASSET_0639,Desktop,,Operations,2021-04-21,2024-05-27,Retired,,,HP,Hsinchu,Non-Compliant,Win 11,1
ASSET_0640,Laptop,User_280,R&D,2024-03-04,2026-02-19,In Use,,2027-04-03,Lenovo,Hsinchu,Compliant,Win 10,2
ASSET_0641,Tablet,User_336,Sales,2025-01-06,2026-12-23,In Use,261.45,2027-02-13,HP,Taipei,Compliant,Win 11,1
ASSET_0642,Server,User_240,R&D,2025-01-29,2029-04-02,In Use,1123.45,2026-02-26,Dell,Cloud,At Risk,RHEL 9,0
ASSET_0643,Laptop,User_122,IT,2022-01-02,2025-02-09,In Use,769.57,2022-12-13,Dell,Other,Non-Compliant,Win 11,2
ASSET_0644,Monitor,,HR,2024-11-02,2027-12-01,Stock,,,HP,Taichung,Compliant,,0
ASSET_0645,Server,User_070,HR,2023-03-09,2027-04-29,In Use,2311.85,2025-04-23,Cisco,Taichung,At Risk,RHEL 9,2
ASSET_0646,Monitor,,Operations,2025-07-16,2028-07-29,Stock,226.17,,Apple,Taichung,Compliant,,2
ASSET_0647,Laptop,User_354,Sales,2023-08-11,2025-08-14,In Use,453.79,2026-10-03,Lenovo,Taipei,Compliant,Win 11,1
ASSET_0648,Monitor,User_137,IT,2021-11-23,2024-10-26,In Use,233.27,,Dell,Other,At Risk,,2
ASSET_0649,Desktop,User_185,Operations,2025-08-17,2028-09-05,In Use,242.98,2027-09-09,Lenovo,Hsinchu,Compliant,Win 10,0
ASSET_0650,Laptop,,Sales,2023-11-02,2026-01-15,Retired,,,HP,Taipei,At Risk,macOS 14,3
ASSET_0651,Monitor,,Operations,2021-12-10,2025-01-06,Retired,,,Dell,Taichung,At Risk,,0
ASSET_0652,Desktop,User_175,Operations,2024-10-01,2027-11-05,In Use,190.16,2026-11-04,Lenovo,Hsinchu,Compliant,macOS 13,0
ASSET_0653,Monitor,,HR,2022-05-03,2025-04-08,Retired,,,Lenovo,Other,At Risk,,5
ASSET_0654,Monitor,,HR,2021-09-26,2023-10-09,Decommissioned,304.4,,Lenovo,Taichung,Compliant,,3
ASSET_0655,Desktop,,IT,2025-08-24,2029-08-20,Stock,508.8,2026-10-01,Lenovo,Hsinchu,Compliant,macOS 14,1
ASSET_0656,Laptop,,HR,2023-07-25,2026-09-03,Stock,689.83,2025-08-11,Apple,Taipei,At Risk,macOS 14,3
ASSET_0657,Laptop,User_217,Operations,2025-02-09,2028-04-22,In Use,410.91,2027-03-06,Apple,Hsinchu,Compliant,macOS 12,1
ASSET_0658,Desktop,,Operations,2024-05-21,2028-05-09,Stock,553.46,2026-05-09,HP,Taipei,Compliant,macOS 13,2
ASSET_0659,Server,User_273,R&D,2023-04-15,2028-04-22,In Use,992.37,2025-05-29,Lenovo,Hsinchu,At Risk,Windows Server 2022,0
ASSET_0660,Monitor,,Finance,2022-05-24,2025-06-04,Retired,,,Lenovo,Taichung,At Risk,,3
ASSET_0661,Monitor,,HR,2025-07-23,2027-07-02,Stock,168.16,,HP,Taipei,Compliant,,1
ASSET_0662,Monitor,User_162,Operations,2021-02-06,2024-02-29,In Use,371.84,,Lenovo,Hsinchu,At Risk,,4
ASSET_0663,Laptop,User_035,Finance,2024-03-05,2026-03-21,In Use,409.99,2026-02-25,HP,Taipei,At Risk,macOS 14,1
ASSET_0664,Monitor,User_013,Finance,2021-11-10,2023-10-24,In Use,297.25,,Lenovo,Other,At Risk,,3
ASSET_0665,Desktop,,Finance,2024-11-22,2027-10-26,Stock,360.58,2026-11-02,Dell,Taipei,Compliant,Win 10,1
ASSET_0666,Tablet,User_152,Operations,2022-09-11,2024-12-02,In Use,236.38,2025-09-22,Dell,Other,Non-Compliant,Win 10,1
ASSET_0667,Tablet,User_309,Sales,2026-04-01,2028-06-17,In Use,220.48,2027-03-25,HP,Other,Compliant,Win 11,1
ASSET_0668,Server,,IT,2022-06-23,2025-05-27,Retired,1501.52,,Dell,Other,At Risk,Windows Server 2022,1
ASSET_0669,Laptop,User_330,Sales,2023-05-08,2025-07-07,In Use,853.56,2024-05-15,Dell,Taipei,At Risk,Win 11,2
ASSET_0670,Laptop,User_343,Sales,2025-03-21,2027-03-21,In Use,364.63,2026-05-19,Apple,Other,Compliant,Win 11,0
ASSET_0671,Laptop,User_256,R&D,2025-06-23,2027-08-09,In Use,590.3,2027-08-22,Apple,Other,Compliant,Win 10,1
ASSET_0672,Laptop,,R&D,2025-09-01,2027-09-22,Stock,444.62,2028-09-28,Lenovo,Hsinchu,Compliant,macOS 12,1
ASSET_0673,Server,User_106,IT,2023-10-02,2027-12-03,In Use,2707.17,2025-09-27,Dell,Hsinchu,At Risk,Ubuntu 22.04,2
ASSET_0674,Laptop,,R&D,2020-06-15,2023-09-13,Retired,1051.88,,Dell,Taipei,At Risk,macOS 12,3
ASSET_0675,Server,User_027,Finance,2021-10-15,2025-01-04,In Use,2500.95,2022-11-11,HP,Hsinchu,Non-Compliant,Windows Server 2022,3
ASSET_0676,Server,User_222,Operations,2023-06-14,2026-09-10,In Use,1648.19,2025-05-27,Dell,Taichung,At Risk,Ubuntu 22.04,1
ASSET_0677,Tablet,User_137,IT,2024-02-15,2026-05-05,In Use,270.62,2026-02-17,Dell,Taichung,At Risk,Win 10,1
ASSET_0678,Desktop,User_018,Finance,2022-10-10,2026-12-16,In Use,711.12,2024-12-05,Apple,Taipei,At Risk,macOS 13,3
ASSET_0679,Laptop,,HR,2022-01-09,2024-02-29,Stock,,2024-02-20,Lenovo,Other,Non-Compliant,Win 11,1
ASSET_0680,Laptop,,Sales,2024-06-21,2026-08-08,Stock,440.25,2027-06-09,Lenovo,Other,Compliant,macOS 13,1
ASSET_0681,Monitor,,HR,2023-11-20,2026-12-09,Stock,85.02,,HP,Hsinchu,Compliant,,0
ASSET_0682,Tablet,,HR,2024-03-25,2025-06-16,Retired,320.47,,Apple,Taipei,At Risk,Win 10,2
ASSET_0683,Desktop,,HR,2020-05-10,2022-04-27,Retired,453.52,,Dell,Taichung,Non-Compliant,Win 11,2
ASSET_0684,Monitor,,IT,2024-11-18,2027-01-10,Stock,,,Dell,Other,Compliant,,0
ASSET_0685,Laptop,User_020,Finance,2021-01-25,2023-02-20,In Use,319.99,2023-03-06,Lenovo,Taipei,Non-Compliant,Win 10,0
ASSET_0686,Server,,HR,2024-10-28,2027-11-21,Stock,,2027-11-03,Dell,Taichung,Compliant,RHEL 9,2
ASSET_0687,Laptop,User_330,Sales,2023-01-24,2025-02-08,In Use,565.35,2025-02-06,Apple,Taipei,At Risk,Win 11,1
ASSET_0688,Monitor,User_024,Finance,2022-06-11,2025-06-21,In Use,239.03,,HP,Taipei,Compliant,,3
ASSET_0689,Tablet,User_343,Sales,2022-07-24,2023-10-10,In Use,267.89,2024-07-25,Apple,Other,Non-Compliant,Win 10,1
ASSET_0690,Desktop,,Operations,2024-08-21,2027-09-16,Stock,444.93,2026-10-14,HP,Other,Compliant,macOS 12,1
ASSET_0691,Tablet,,Operations,2025-12-25,2026-11-30,Stock,,2028-01-03,Apple,Other,Compliant,Win 10,0
ASSET_0692,Tablet,User_012,Finance,2021-10-01,2022-11-30,In Use,180.92,2023-11-10,Apple,Taipei,Non-Compliant,Win 10,1
ASSET_0693,Desktop,User_258,R&D,2021-11-02,2024-10-17,In Use,632.56,2023-12-20,HP,Taipei,At Risk,macOS 13,2
ASSET_0694,Tablet,,HR,2020-06-05,2022-05-21,Decommissioned,323.14,,Cisco,Taipei,Compliant,Win 11,2
ASSET_0695,Desktop,User_036,Finance,2025-01-10,2029-04-05,In Use,234.58,2027-02-26,Lenovo,Other,Compliant,macOS 12,0
ASSET_0696,Server,User_184,Operations,2023-03-28,2027-05-03,In Use,3449.45,2026-03-13,HP,Other,At Risk,Ubuntu 22.04,4
ASSET_0697,Laptop,User_302,Sales,2024-06-11,2026-06-12,In Use,1105.77,2026-08-01,Apple,Taichung,Compliant,macOS 12,3
ASSET_0698,Tablet,,Operations,2021-05-24,2023-05-14,Retired,459.89,,HP,Hsinchu,At Risk,Win 11,5
ASSET_0699,Laptop,,HR,2025-02-07,2028-01-19,Stock,231.73,2026-03-28,Lenovo,Other,At Risk,Win 10,0
ASSET_0700,Desktop,User_242,R&D,2025-03-18,2028-03-15,In Use,501.46,2027-03-04,Dell,Hsinchu,Compliant,Win 10,2
ASSET_0701,Laptop,,Sales,2023-05-27,2025-05-28,Retired,903.9,,Dell,Taipei,At Risk,Win 11,4
ASSET_0702,Tablet,User_152,Operations,2026-04-04,2027-03-19,In Use,176.59,2029-04-21,Dell,Taichung,Compliant,Win 11,1
ASSET_0703,Tablet,User_352,Sales,2026-02-06,2028-01-16,In Use,149.55,2027-03-14,Apple,Hsinchu,Compliant,Win 10,0
ASSET_0704,Tablet,,Sales,2024-09-20,2026-11-03,Stock,245.02,2027-11-01,Lenovo,Other,Compliant,Win 10,2
ASSET_0705,Tablet,,Operations,2021-01-16,2021-12-18,Decommissioned,490.72,,Apple,Other,Compliant,Win 11,4
ASSET_0706,Tablet,User_324,Sales,2025-10-31,2028-01-28,In Use,227.95,2026-11-10,Dell,Taichung,Compliant,Win 11,1
ASSET_0707,Laptop,User_037,Finance,2021-01-16,2023-12-25,In Use,1024.14,2023-02-13,Dell,Taipei,Non-Compliant,macOS 14,5
ASSET_0708,Server,User_115,IT,2024-04-25,2028-05-27,In Use,2193.44,2027-06-21,Cisco,Cloud,Compliant,RHEL 9,1
ASSET_0709,Tablet,User_011,Finance,2022-01-21,2023-01-22,In Use,422.63,2024-02-24,Dell,Taichung,At Risk,Win 11,3
ASSET_0710,Laptop,,HR,2023-01-01,2026-02-16,Stock,1068.82,2026-02-24,HP,Taipei,At Risk,Win 11,4
ASSET_0711,Desktop,User_203,Operations,2025-10-22,2028-12-24,In Use,231.93,2027-11-01,Dell,Taipei,Compliant,macOS 14,0
ASSET_0712,Laptop,User_305,Sales,2025-05-21,2028-08-04,In Use,355.27,2026-06-24,Apple,Taipei,Compliant,Win 10,0
ASSET_0713,Server,User_240,R&D,2025-03-22,2028-03-25,In Use,1868.05,2026-05-05,Dell,Cloud,Compliant,RHEL 9,1
ASSET_0714,Laptop,User_081,IT,2021-07-30,2023-09-18,In Use,629.81,2023-09-08,Apple,Taipei,At Risk,Win 11,1
ASSET_0715,Tablet,,HR,2020-07-10,2022-10-05,Retired,403.86,,Apple,Taipei,Non-Compliant,Win 10,3
ASSET_0716,Desktop,User_043,Finance,2025-02-13,2027-02-12,In Use,268.16,2026-02-02,Dell,Taipei,At Risk,macOS 13,0
ASSET_0717,Desktop,User_160,Operations,2023-04-06,2025-03-26,In Use,866.29,2025-04-27,Apple,Taichung,At Risk,Win 11,4
ASSET_0718,Tablet,,Sales,2023-06-05,2025-06-16,Retired,256.95,,HP,Taichung,At Risk,Win 10,2
ASSET_0719,Monitor,User_143,IT,2023-12-05,2027-01-06,In Use,165.94,,HP,Hsinchu,Compliant,,1
ASSET_0720,Laptop,User_169,Operations,2024-03-30,2026-05-14,In Use,485.71,2027-03-20,Apple,Other,Compliant,Win 11,1
ASSET_0721,Server,User_270,R&D,2025-10-30,2030-01-05,In Use,1411.77,2028-10-22,Cisco,Cloud,Compliant,RHEL 9,0
ASSET_0722,Monitor,,HR,2022-08-30,2024-11-04,Decommissioned,194.43,,Lenovo,Other,Compliant,,2
ASSET_0723,Laptop,,R&D,2025-10-04,2028-09-27,Stock,756.27,2026-12-01,Lenovo,Hsinchu,Compliant,macOS 14,2
ASSET_0724,Laptop,User_087,IT,2024-10-27,2027-01-17,In Use,315.8,2025-12-11,Apple,Taipei,At Risk,Win 10,0
ASSET_0725,Monitor,User_138,IT,2025-11-28,2028-02-12,In Use,86.66,,HP,Hsinchu,Compliant,,0
ASSET_0726,Desktop,,IT,2025-02-04,2029-05-01,Stock,525.87,2026-02-03,Dell,Hsinchu,At Risk,Win 10,2
ASSET_0727,Laptop,,Finance,2024-07-23,2026-07-06,Decommissioned,573.91,,Apple,Taipei,At Risk,Win 10,1
ASSET_0728,Monitor,User_238,R&D,2024-12-20,2027-03-04,In Use,115.96,,Dell,Hsinchu,Compliant,,0
ASSET_0729,Laptop,,HR,2024-01-29,2026-02-07,Stock,706.13,2025-02-14,Lenovo,Taipei,At Risk,Win 10,3
ASSET_0730,Tablet,,Sales,2024-07-11,2025-07-17,Stock,,2026-08-04,Apple,Taichung,Compliant,Win 10,0
ASSET_0731,Server,,Operations,2026-03-27,2031-04-06,Stock,1433.67,2028-03-25,Dell,Taichung,Compliant,RHEL 9,1
ASSET_0732,Desktop,,IT,2024-02-14,2027-03-27,Retired,702.39,,Lenovo,Taipei,At Risk,macOS 14,2
ASSET_0733,Server,,R&D,2024-03-22,2027-04-11,Stock,2795.15,2026-04-18,Cisco,Hsinchu,At Risk,Windows Server 2022,3
ASSET_0734,Tablet,,HR,2021-09-19,2022-11-12,Stock,116.68,2023-09-10,Apple,Taipei,Non-Compliant,Win 10,0
ASSET_0735,Laptop,,HR,2023-12-09,2026-02-22,Stock,536.83,2024-12-08,Apple,Taipei,At Risk,macOS 13,1
ASSET_0736,Laptop,,R&D,2025-02-14,2027-02-08,Stock,895.17,2026-01-28,HP,Hsinchu,At Risk,macOS 12,2
ASSET_0737,Laptop,User_036,Finance,2021-04-09,2024-06-12,In Use,393.0,2023-03-27,Lenovo,Taipei,Non-Compliant,macOS 12,1
ASSET_0738,Server,,IT,2024-09-08,2028-12-03,Decommissioned,,,HP,Cloud,Compliant,Ubuntu 22.04,0
ASSET_0739,Laptop,User_150,IT,2022-11-09,2025-01-28,In Use,1378.22,2025-12-09,Apple,Taipei,Non-Compliant,macOS 14,4
ASSET_0740,Laptop,User_308,Sales,2023-12-17,2027-03-10,In Use,326.38,2025-02-03,Dell,Other,At Risk,Win 10,0
ASSET_0741,Monitor,User_023,Finance,2025-08-26,2028-08-18,In Use,90.1,,HP,Hsinchu,Compliant,,0
ASSET_0742,Laptop,User_043,Finance,2024-03-12,2027-04-25,In Use,431.81,2025-03-16,Apple,Other,At Risk,macOS 12,1
ASSET_0743,Server,User_129,IT,2021-06-25,2024-09-18,In Use,1888.42,2023-07-28,HP,Taipei,At Risk,Windows Server 2022,1
ASSET_0744,Laptop,User_141,IT,2025-09-27,2027-10-01,In Use,361.45,2027-11-03,Lenovo,Hsinchu,Compliant,macOS 14,0
ASSET_0745,Server,User_298,Sales,2024-11-30,2030-01-19,In Use,2601.14,2026-01-27,Cisco,Cloud,At Risk,RHEL 9,2
ASSET_0746,Desktop,,HR,2021-10-20,2023-10-08,Stock,421.7,2022-10-01,Dell,Taipei,At Risk,Win 11,1
ASSET_0747,Server,,IT,2020-02-28,2024-05-15,Retired,1449.66,,Cisco,Other,Non-Compliant,Ubuntu 22.04,1
ASSET_0748,Laptop,User_011,Finance,2022-08-15,2025-10-10,In Use,676.04,2023-09-23,Apple,Taipei,At Risk,Win 10,3
ASSET_0749,Monitor,User_009,Finance,2022-05-28,2025-06-28,In Use,91.17,,HP,Taichung,Compliant,,0
ASSET_0750,Laptop,User_158,Operations,2024-12-05,2028-02-01,In Use,489.81,2025-12-25,Dell,Other,At Risk,macOS 12,1
ASSET_0751,Desktop,,Operations,2021-07-28,2025-10-24,Retired,,,Lenovo,Hsinchu,At Risk,macOS 12,3
ASSET_0752,Desktop,,Finance,2025-01-10,2027-12-22,Stock,313.52,2027-03-10,Dell,Taipei,Compliant,macOS 14,1
ASSET_0753,Desktop,User_173,Operations,2024-03-22,2027-03-07,In Use,,2025-04-15,HP,Hsinchu,At Risk,Win 10,0
ASSET_0754,Tablet,User_298,Sales,2021-02-18,2023-02-06,In Use,589.3,2022-03-17,Apple,Hsinchu,At Risk,Win 10,4
ASSET_0755,Tablet,,R&D,2023-06-29,2025-07-08,Retired,,,Apple,Taichung,At Risk,Win 11,2
ASSET_0756,Desktop,User_355,Sales,2025-12-05,2030-02-08,In Use,240.5,2026-12-07,Lenovo,Other,Compliant,macOS 12,0
ASSET_0757,Laptop,,HR,2021-10-09,2023-10-24,Stock,1164.19,2023-12-08,Dell,Taipei,At Risk,Win 10,4
ASSET_0758,Laptop,User_260,R&D,2023-03-19,2025-05-04,In Use,1121.16,2025-04-02,Apple,Taichung,At Risk,macOS 14,3
ASSET_0759,Monitor,User_043,Finance,2023-03-02,2025-04-23,In Use,144.28,,Dell,Taichung,Compliant,,1
ASSET_0760,Laptop,User_094,IT,2022-04-29,2024-07-01,In Use,1473.82,2023-05-22,HP,Hsinchu,Non-Compliant,macOS 14,5
ASSET_0761,Server,User_119,IT,2024-01-20,2026-12-31,In Use,,2025-01-22,HP,Cloud,At Risk,RHEL 9,3
ASSET_0762,Laptop,,HR,2022-06-23,2024-09-12,Stock,574.92,2025-07-01,Lenovo,Taipei,At Risk,macOS 13,1
ASSET_0763,Server,User_129,IT,2026-01-11,2029-01-15,In Use,2026.56,2028-02-17,HP,Cloud,Compliant,Windows Server 2022,2
ASSET_0764,Server,User_012,Finance,2025-02-23,2029-05-17,In Use,2760.71,2026-02-20,Dell,Hsinchu,Non-Compliant,Ubuntu 22.04,4
ASSET_0765,Tablet,,Sales,2025-03-18,2026-04-09,Stock,,2028-03-29,Apple,Other,Compliant,Win 10,0
ASSET_0766,Laptop,User_011,Finance,2024-11-06,2027-01-13,In Use,304.58,2027-11-14,Apple,Hsinchu,Compliant,macOS 12,0
ASSET_0767,Tablet,User_299,Sales,2025-11-08,2027-10-25,In Use,246.65,2027-12-20,Dell,Taipei,Compliant,Win 11,1
ASSET_0768,Laptop,User_045,Finance,2025-08-30,2028-09-27,In Use,744.89,2026-10-28,Apple,Other,Compliant,macOS 14,2
ASSET_0769,Laptop,,Sales,2020-04-29,2022-04-22,Retired,1022.23,,Apple,Taipei,Non-Compliant,macOS 14,4
ASSET_0770,Laptop,User_259,R&D,2022-09-14,2024-09-02,In Use,508.03,2023-08-30,Apple,Hsinchu,Non-Compliant,macOS 13,1
ASSET_0771,Laptop,,Finance,2023-07-28,2025-09-20,Retired,,,Lenovo,Other,At Risk,macOS 12,1
ASSET_0772,Monitor,,HR,2021-12-28,2024-01-14,Stock,194.04,,HP,Hsinchu,At Risk,,2
ASSET_0773,Laptop,User_030,Finance,2022-06-27,2025-06-24,In Use,1002.05,2024-06-10,Dell,Taipei,At Risk,macOS 14,3
ASSET_0774,Server,,Operations,2024-07-19,2027-07-01,Decommissioned,3235.06,,HP,Taichung,Compliant,Windows Server 2022,3
ASSET_0775,Desktop,User_156,Operations,2023-09-23,2027-10-26,In Use,619.86,2025-11-01,HP,Taichung,At Risk,Win 10,3
ASSET_0776,Laptop,,Finance,2024-06-23,2026-07-12,Decommissioned,977.41,,Dell,Hsinchu,Compliant,Win 11,3
ASSET_0777,Tablet,User_112,IT,2022-07-30,2023-09-18,In Use,214.43,2023-08-01,Apple,Cloud,At Risk,Win 10,1
ASSET_0778,Desktop,User_160,Operations,2022-11-19,2025-02-14,In Use,314.4,2024-11-02,Dell,Hsinchu,At Risk,macOS 12,1
ASSET_0779,Laptop,,Sales,2022-02-24,2024-01-27,Decommissioned,990.5,,Apple,Hsinchu,Compliant,Win 10,3
ASSET_0780,Monitor,User_142,IT,2024-09-07,2027-11-12,In Use,208.25,,Dell,Taipei,Compliant,,1
ASSET_0781,Desktop,User_180,Operations,2024-12-31,2028-12-14,In Use,471.92,2026-02-25,HP,Hsinchu,At Risk,Win 11,2
ASSET_0782,Server,User_012,Finance,2023-03-09,2027-05-10,In Use,2644.88,2026-02-20,HP,Other,At Risk,Windows Server 2022,2
ASSET_0783,Desktop,User_137,IT,2024-04-12,2026-06-07,In Use,363.56,2026-05-22,Dell,Other,Compliant,Win 10,1
ASSET_0784,Laptop,,Sales,2022-05-31,2025-08-16,Retired,,,Apple,Taipei,Non-Compliant,macOS 14,5
ASSET_0785,Monitor,User_326,Sales,2023-11-08,2025-12-17,In Use,90.8,,Apple,Other,Compliant,,0
ASSET_0786,Monitor,,Operations,2021-02-17,2023-03-10,Retired,302.77,,Dell,Taichung,Non-Compliant,,4
ASSET_0787,Tablet,User_157,Operations,2023-10-12,2025-12-13,In Use,113.59,2024-12-03,Lenovo,Taichung,At Risk,Win 11,0
ASSET_0788,Server,User_114,IT,2023-03-10,2028-04-04,In Use,5745.76,2025-02-18,HP,Taipei,Non-Compliant,RHEL 9,5
ASSET_0789,Server,,R&D,2025-09-14,2028-12-07,Stock,1733.79,2026-09-08,HP,Cloud,Compliant,RHEL 9,1
ASSET_0790,Desktop,User_221,Operations,2024-12-05,2026-12-13,In Use,254.96,2026-12-31,Lenovo,Hsinchu,Compliant,macOS 12,0
ASSET_0791,Laptop,,R&D,2020-08-30,2022-10-02,Retired,1537.52,,HP,Taipei,Non-Compliant,Win 11,5
ASSET_0792,Tablet,User_360,Sales,2025-02-07,2026-02-26,In Use,231.52,2026-03-22,Apple,Taipei,At Risk,Win 11,1
ASSET_0793,Laptop,User_030,Finance,2024-10-06,2026-11-21,In Use,275.43,2026-10-27,Dell,Taipei,Compliant,macOS 14,0
ASSET_0794,Laptop,User_223,Operations,2025-06-08,2027-06-23,In Use,634.43,2026-07-22,Apple,Taipei,Compliant,Win 11,2
ASSET_0795,Monitor,User_209,Operations,2023-10-24,2025-11-02,In Use,221.3,,HP,Other,Compliant,,3
ASSET_0796,Laptop,User_138,IT,2024-07-27,2027-09-30,In Use,446.3,2026-09-17,Apple,Taipei,Compliant,Win 10,1
ASSET_0797,Laptop,User_257,R&D,2025-03-08,2027-03-23,In Use,,2027-04-02,Lenovo,Other,Compliant,macOS 13,2
ASSET_0798,Laptop,User_345,Sales,2021-03-13,2024-03-25,In Use,924.44,2022-03-07,Apple,Taichung,At Risk,macOS 14,4
ASSET_0799,Desktop,User_145,IT,2022-08-15,2026-07-22,In Use,511.04,2025-09-20,Lenovo,Other,At Risk,macOS 12,2
ASSET_0800,Desktop,,HR,2023-08-14,2027-08-19,Decommissioned,665.23,,Dell,Taipei,Compliant,macOS 13,3
ASSET_0801,Desktop,User_206,Operations,2022-06-01,2026-05-12,In Use,429.26,2025-05-22,HP,Hsinchu,At Risk,macOS 13,1
ASSET_0802,Tablet,,HR,2022-06-03,2024-08-10,Retired,105.11,,Dell,Hsinchu,At Risk,Win 11,0
ASSET_0803,Desktop,,HR,2022-10-03,2025-09-29,Retired,616.34,,HP,Taipei,At Risk,macOS 12,2
ASSET_0804,Monitor,,HR,2021-01-27,2023-02-19,Stock,154.55,,HP,Other,At Risk,,1
ASSET_0805,Tablet,User_139,IT,2022-12-02,2025-01-24,In Use,201.14,2024-12-23,Apple,Taipei,Non-Compliant,Win 10,1
ASSET_0806,Laptop,User_267,R&D,2024-10-31,2026-12-29,In Use,,2026-12-02,Lenovo,Taipei,Compliant,Win 11,0
ASSET_0807,Laptop,,HR,2024-03-06,2026-03-11,Stock,348.41,2027-04-01,Lenovo,Taichung,Compliant,macOS 13,0
ASSET_0808,Monitor,,HR,2021-11-13,2023-11-06,Decommissioned,221.56,,Dell,Taipei,Compliant,,2
ASSET_0809,Server,,HR,2024-09-04,2027-11-12,Stock,2483.85,2026-09-23,Lenovo,Taipei,Compliant,Ubuntu 22.04,3
ASSET_0810,Tablet,,Sales,2021-08-21,2023-10-07,Retired,181.38,,Apple,Other,At Risk,Win 11,1
ASSET_0811,Server,,R&D,2024-07-19,2028-08-05,Decommissioned,1665.85,,Cisco,Taichung,Compliant,Ubuntu 22.04,1
ASSET_0812,Laptop,,HR,2024-10-18,2026-11-06,Stock,777.08,2025-10-05,Dell,Other,At Risk,macOS 12,2
